City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date,Country
459,Carballo,43.213,-8.691,68.54,83,100,12.1,overcast clouds,2022-05-15 15:35:08,ES
460,Teguise,29.0605,-13.564,68.22,78,20,6.91,few clouds,2022-05-15 15:35:09,ES
461,Half Moon Bay,37.4636,-122.4286,63.63,86,100,18.41,fog,2022-05-15 15:30:17,US
462,Kiama,-34.6833,150.8667,61.25,83,0,7.49,clear sky,2022-05-15 15:35:09,AU
463,Kirakira,-10.4544,161.9205,78.1,85,84,5.91,broken clouds,2022-05-15 15:35:10,SB
464,Teluk Nibung,3.001,99.8164,78.94,88,100,1.66,overcast clouds,2022-05-15 15:35:10,ID
465,Srednekolymsk,67.45,153.6833,22.39,90,99,12.19,overcast clouds,2022-05-15 15:35:11,RU
466,Kalaleh,37.3807,55.4916,76.6,61,0,6.91,clear sky,2022-05-15 15:35:14,IR
467,Kahului,20.8947,-156.47,73.85,73,0,5.99,clear sky,2022-05-15 15:31:11,US
468,Prince Albert,53.2001,-105.7677,46.35,66,40,8.05,scattered clouds,2022-05-15 15:30:58,CA
469,Gawler,-34.6,138.7333,61.21,87,37,7.92,scattered clouds,2022-05-15 15:31:16,AU
470,Levelland,33.5873,-102.378,86.2,14,0,16.35,clear sky,2022-05-15 15:35:15,US
471,Lodwar,3.1191,35.5973,92.5,28,29,15.48,scattered clouds,2022-05-15 15:35:16,KE
472,Sao Domingos,-13.3983,-46.3183,88.92,34,100,2.98,overcast clouds,2022-05-15 15:35:16,BR
473,Vestmannaeyjar,63.4427,-20.2734,49.19,93,75,10.36,broken clouds,2022-05-15 15:31:24,IS
474,Hoa Binh,20.8133,105.3383,69.55,92,100,1.07,overcast clouds,2022-05-15 15:35:17,VN
475,Pucara,-15.9803,-71.4606,48.33,23,2,3.71,clear sky,2022-05-15 15:35:17,PE
476,Baishishan,43.5833,127.5667,43.97,93,78,4.34,broken clouds,2022-05-15 15:35:18,CN
477,Yerbogachen,61.2767,108.0108,50.94,58,94,0.38,overcast clouds,2022-05-15 15:35:18,RU
478,Tamandare,-8.7597,-35.1047,83.73,66,92,8.68,overcast clouds,2022-05-15 15:31:50,BR
479,Piterka,50.6803,47.4454,58.24,64,35,8.61,scattered clouds,2022-05-15 15:35:19,RU
480,Golden,39.7555,-105.2211,69.76,40,20,14.97,few clouds,2022-05-15 15:35:19,US
481,Yaan,7.3833,8.5667,91.69,49,97,0.81,overcast clouds,2022-05-15 15:35:20,NG
482,Amahai,-3.3333,128.9167,79.2,83,88,2.01,overcast clouds,2022-05-15 15:35:20,ID
483,Buchanan,5.8808,-10.0467,83.8,76,90,7.14,light rain,2022-05-15 15:35:23,LR
484,Iquique,-20.2208,-70.1431,62.64,62,8,8.14,clear sky,2022-05-15 15:35:23,CL
485,Kinshasa,-4.3246,15.3215,88.18,62,20,5.75,light rain,2022-05-15 15:33:36,CD
486,Zeerust,-25.5369,26.0751,67.41,35,46,4.05,scattered clouds,2022-05-15 15:35:24,ZA
487,Smidovich,48.6,133.8167,44.26,69,7,12.35,clear sky,2022-05-15 15:35:25,RU
488,Haverfordwest,51.8017,-4.9691,67.59,90,100,18.41,overcast clouds,2022-05-15 15:35:25,GB
489,Jizan,17.3333,42.6667,90.54,48,0,6.26,clear sky,2022-05-15 15:35:26,SA
490,Eravur,7.7733,81.6095,82.56,70,87,4.43,overcast clouds,2022-05-15 15:35:26,LK
491,Yanahuanca,-10.5167,-76.4986,50.54,49,20,8.55,few clouds,2022-05-15 15:35:27,PE
492,Dengfeng,34.4553,113.0281,61.09,30,4,5.88,clear sky,2022-05-15 15:35:27,CN
493,Abrau-Dyurso,44.69,37.59,63.86,78,15,5.82,few clouds,2022-05-15 15:35:28,RU
494,Kerema,-7.9631,145.7785,76.8,88,100,2.24,overcast clouds,2022-05-15 15:35:29,PG
495,Umm Kaddadah,13.6017,26.6876,91.69,31,94,21.72,overcast clouds,2022-05-15 15:35:29,SD
496,Viesca,25.35,-102.8,85.48,26,0,3.2,clear sky,2022-05-15 15:35:30,MX
497,Nhulunbuy,-12.2333,136.7667,70.41,83,0,0.0,clear sky,2022-05-15 15:35:30,AU
498,Dingle,10.9995,122.6711,77.76,86,94,0.81,overcast clouds,2022-05-15 15:35:31,PH
499,Bilibino,68.0546,166.4372,17.64,96,100,4.94,overcast clouds,2022-05-15 15:35:32,RU
500,Marawi,7.9986,124.2928,69.98,91,100,2.15,overcast clouds,2022-05-15 15:31:28,PH
501,Bridlington,54.0831,-0.1919,59.14,90,100,14.2,overcast clouds,2022-05-15 15:30:44,GB
502,Morondava,-20.2833,44.2833,79.83,64,61,11.5,broken clouds,2022-05-15 15:35:33,MG
503,Mogadishu,2.0371,45.3438,80.76,81,45,13.24,scattered clouds,2022-05-15 15:35:33,SO
504,Mahanoro,-19.9,48.8,71.69,79,0,6.08,clear sky,2022-05-15 15:35:34,MG
505,Abu Dhabi,24.4667,54.3667,84.31,72,0,10.36,clear sky,2022-05-15 15:35:35,AE
506,Road Town,18.4167,-64.6167,84.29,69,40,11.5,scattered clouds,2022-05-15 15:34:39,VG
507,Praya,14.9215,-23.5087,86.54,42,0,29.93,clear sky,2022-05-15 15:31:30,CV
508,Balikpapan,-1.2675,116.8289,79.79,100,20,1.14,few clouds,2022-05-15 15:35:36,ID
509,Sokoni,-6.4333,39.55,82.26,77,2,14.99,clear sky,2022-05-15 15:35:36,TZ
510,Mnogovershinnyy,53.9353,139.9242,28.81,96,100,11.34,light snow,2022-05-15 15:35:37,RU
511,Amapa,1.0,-52.0,74.98,98,100,1.7,overcast clouds,2022-05-15 15:35:37,BR
512,Makubetsu,45.3714,141.8211,47.5,76,0,28.66,clear sky,2022-05-15 15:35:39,JP
513,Tougue,11.4667,-11.6,100.17,6,24,10.45,few clouds,2022-05-15 15:35:40,GN
514,Alekseyevka,50.6309,38.6903,54.5,80,55,10.96,light rain,2022-05-15 15:35:40,RU
515,Monte Alegre,-2.0078,-54.0692,81.99,79,100,7.29,light rain,2022-05-15 15:35:41,BR
516,Ylivieska,64.0833,24.55,53.89,46,96,7.96,overcast clouds,2022-05-15 15:35:41,FI
517,Dicabisagan,17.0818,122.4157,80.56,87,100,7.92,overcast clouds,2022-05-15 15:35:42,PH
518,Maiduguri,11.8464,13.1603,102.85,10,63,15.37,broken clouds,2022-05-15 15:35:42,NG
519,Macusani,-14.0833,-70.4333,50.79,43,6,5.06,clear sky,2022-05-15 15:35:43,PE
520,Dire,12.2833,-10.9667,108.9,5,0,8.95,clear sky,2022-05-15 15:35:43,ML
521,Dwarka,22.2394,68.9678,83.86,78,0,16.64,clear sky,2022-05-15 15:35:44,IN
522,Batagay-Alyta,67.8006,130.4114,0.39,97,45,6.17,scattered clouds,2022-05-15 15:35:45,RU
523,Praia Da Vitoria,38.7333,-27.0667,61.05,77,75,20.51,light rain,2022-05-15 15:32:38,PT
524,Gat,31.61,34.7642,73.4,58,0,10.13,clear sky,2022-05-15 15:35:46,IL
525,Rokytne,51.2796,27.214,57.51,57,99,10.87,overcast clouds,2022-05-15 15:35:46,UA
526,Amuntai,-2.4177,115.2494,75.38,97,47,1.54,scattered clouds,2022-05-15 15:35:47,ID
527,Sola,-13.8833,167.55,77.67,94,93,3.44,overcast clouds,2022-05-15 15:35:47,VU
528,Muzhi,65.3667,64.6667,44.6,88,100,14.2,light rain,2022-05-15 15:35:48,RU
529,Progreso,21.2833,-89.6667,82.51,54,0,7.4,clear sky,2022-05-15 15:35:48,MX
530,Sungaipenuh,-2.0833,101.3833,67.28,97,69,0.36,heavy intensity rain,2022-05-15 15:35:49,ID
531,Canmore,51.0834,-115.3521,46.81,52,100,5.75,overcast clouds,2022-05-15 15:32:13,CA
532,Kokstad,-30.5472,29.4241,50.4,92,16,3.27,few clouds,2022-05-15 15:35:50,ZA
533,Kollam,8.8833,76.6,78.6,88,100,10.98,light rain,2022-05-15 15:35:50,IN
534,Gimli,50.6336,-96.9907,46.42,61,90,10.36,overcast clouds,2022-05-15 15:35:51,CA
535,Excelsior Springs,39.3392,-94.2261,61.68,88,100,3.44,moderate rain,2022-05-15 15:35:51,US
536,Salinopolis,-0.6136,-47.3561,84.78,70,85,12.1,light rain,2022-05-15 15:35:52,BR
537,Kununurra,-15.7667,128.7333,73.38,83,1,0.0,clear sky,2022-05-15 15:35:52,AU
538,Tanout,14.9709,8.8879,99.79,8,46,16.89,scattered clouds,2022-05-15 15:35:53,NE
539,Lakki Marwat,32.6079,70.9114,103.48,7,89,5.55,overcast clouds,2022-05-15 15:35:53,PK
540,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,82.2,83,75,4.61,moderate rain,2022-05-15 15:35:54,BR
541,Hay River,60.8156,-115.7999,48.18,61,75,9.22,broken clouds,2022-05-15 15:35:54,CA
542,College,64.8569,-147.8028,42.08,63,40,10.36,scattered clouds,2022-05-15 15:35:54,US
543,Vostok,46.4856,135.8833,35.78,90,9,6.91,clear sky,2022-05-15 15:31:33,RU
544,Tucuma,-0.1833,-50.05,81.39,83,100,6.58,moderate rain,2022-05-15 15:35:55,BR
545,Campos,-21.75,-41.3,80.65,57,40,11.5,scattered clouds,2022-05-15 15:35:56,BR
546,Carmelo,-33.9892,-58.2856,59.02,37,52,13.11,broken clouds,2022-05-15 15:35:56,UY
547,Arlit,18.7369,7.3853,103.37,8,3,6.58,clear sky,2022-05-15 15:35:57,NE
548,Mumford,5.2618,-0.759,83.7,73,24,10.85,few clouds,2022-05-15 15:35:57,GH
549,Korla,41.7597,86.1469,76.26,19,99,4.47,overcast clouds,2022-05-15 15:35:58,CN
550,Sioux Lookout,50.1001,-91.917,46.47,81,100,8.05,overcast clouds,2022-05-15 15:35:58,CA
551,Claveria,18.6074,121.0832,79.75,86,100,1.14,overcast clouds,2022-05-15 15:35:59,PH
552,Riachos,39.4447,-8.5142,80.35,55,73,15.99,broken clouds,2022-05-15 15:35:59,PT
553,Isangel,-19.55,169.2667,71.71,88,42,5.75,scattered clouds,2022-05-15 15:36:00,VU
554,Santa Quiteria Do Maranhao,-3.5156,-42.5467,86.0,70,98,5.86,overcast clouds,2022-05-15 15:36:00,BR
555,Vrangel,42.7297,133.0839,45.61,80,47,3.47,scattered clouds,2022-05-15 15:36:01,RU
556,Antalaha,-14.9003,50.2788,74.77,69,4,12.01,clear sky,2022-05-15 15:36:01,MG
557,Gold Coast,-28.0,153.4333,72.0,98,100,1.14,overcast clouds,2022-05-15 15:36:02,AU
558,Wagar,16.1525,36.2032,104.02,7,0,6.29,clear sky,2022-05-15 15:33:06,SD
559,Atambua,-9.1061,124.8925,73.13,90,88,3.87,overcast clouds,2022-05-15 15:36:02,ID
560,Dawson,31.7735,-84.4466,87.22,45,92,1.34,overcast clouds,2022-05-15 15:36:03,US
561,Cuicatlan,17.8,-96.9667,86.16,38,14,3.78,few clouds,2022-05-15 15:36:03,MX
562,Santa Cruz,-17.8,-63.1667,73.45,60,75,17.27,broken clouds,2022-05-15 15:36:04,BO
563,Thinadhoo,0.5333,72.9333,84.45,70,79,14.56,broken clouds,2022-05-15 15:33:23,MV
564,Blagoyevo,63.3667,47.9167,53.94,74,100,8.77,light rain,2022-05-15 15:36:04,RU
565,Borgarnes,64.5383,-21.9206,55.45,75,96,9.44,overcast clouds,2022-05-15 15:36:05,IS
566,Bandarbeyla,9.4942,50.8122,82.67,83,9,25.66,clear sky,2022-05-15 15:36:06,SO
567,Oriximina,-1.7656,-55.8661,83.35,78,100,4.7,moderate rain,2022-05-15 15:36:06,BR
568,Onega,63.9061,38.1404,46.17,80,92,8.32,overcast clouds,2022-05-15 15:36:07,RU
569,Coos Bay,43.3665,-124.2179,58.98,99,100,4.61,overcast clouds,2022-05-15 15:36:07,US
570,Westport,41.1415,-73.3579,74.75,91,100,10.36,fog,2022-05-15 15:36:08,US
571,Lichinga,-13.3128,35.2406,68.09,56,75,9.22,broken clouds,2022-05-15 15:36:08,MZ
572,Pavlodar,52.3,76.95,66.0,45,0,2.24,clear sky,2022-05-15 15:36:00,KZ
573,Vilyuysk,63.7553,121.6247,24.3,92,27,4.09,scattered clouds,2022-05-15 15:36:09,RU
574,Namibe,-15.1961,12.1522,75.83,69,0,12.66,clear sky,2022-05-15 15:36:10,AO
575,Eyrarbakki,63.863,-21.1481,55.45,93,93,17.0,overcast clouds,2022-05-15 15:36:10,IS
576,Marshall,34.3834,-86.3333,83.07,74,0,6.91,clear sky,2022-05-15 15:36:01,US
577,Kupino,54.3663,77.2981,61.48,47,74,3.65,broken clouds,2022-05-15 15:36:11,RU
578,Acajutla,13.5928,-89.8275,88.77,44,23,5.3,few clouds,2022-05-15 15:36:12,SV
579,Chumikan,54.7183,135.315,37.72,70,100,17.92,overcast clouds,2022-05-15 15:36:12,RU
580,Waipawa,-41.4122,175.5153,54.5,98,100,7.31,overcast clouds,2022-05-15 15:32:09,NZ
581,Yibin,28.7667,104.6238,54.7,94,91,2.35,overcast clouds,2022-05-15 15:36:13,CN
582,Sabla,12.7525,4.7077,104.85,19,35,12.24,scattered clouds,2022-05-15 15:36:13,NG
583,Berlevag,70.8578,29.0864,41.0,81,100,12.66,overcast clouds,2022-05-15 15:33:18,NO
584,Nishihara,26.1842,127.7558,67.28,89,100,13.8,overcast clouds,2022-05-15 15:36:14,JP
585,Hershey,40.2859,-76.6503,72.28,82,100,5.01,overcast clouds,2022-05-15 15:34:30,US
586,Bambanglipuro,-7.95,110.2833,79.48,84,77,1.12,broken clouds,2022-05-15 15:36:15,ID
587,Tateyama,34.9833,139.8667,60.1,82,100,2.37,light rain,2022-05-15 15:36:15,JP
588,Ilulissat,69.2167,-51.1,24.82,42,6,0.0,clear sky,2022-05-15 15:36:16,GL
589,Kavaratti,10.5669,72.642,80.82,84,100,16.2,overcast clouds,2022-05-15 15:36:16,IN
590,Esil,51.9556,66.4042,60.69,69,99,16.06,overcast clouds,2022-05-15 15:36:17,KZ
591,Masuguru,-11.3667,38.4167,75.81,55,20,2.8,few clouds,2022-05-15 15:36:17,TZ
592,Muroto,33.2833,134.15,63.57,58,100,4.14,overcast clouds,2022-05-15 15:36:18,JP
593,Ust-Tsilma,65.441,52.1498,48.15,90,100,6.91,overcast clouds,2022-05-15 15:36:18,RU
594,Salihorsk,52.7876,27.5415,54.84,71,89,9.93,overcast clouds,2022-05-15 15:36:19,BY
595,Pombas,17.1503,-25.0201,83.98,75,18,12.88,few clouds,2022-05-15 15:36:19,CV
596,Belcesti,47.3,27.0833,71.87,63,100,6.85,overcast clouds,2022-05-15 15:36:20,RO
597,Banswara,23.55,74.45,98.31,14,0,12.66,clear sky,2022-05-15 15:36:20,IN
598,Kongsberg,59.6652,9.6465,65.97,38,50,1.01,scattered clouds,2022-05-15 15:36:21,NO
599,Banda Aceh,5.5577,95.3222,82.15,81,56,12.59,broken clouds,2022-05-15 15:36:21,ID
600,Nabire,-3.3667,135.4833,75.99,90,99,1.88,light rain,2022-05-15 15:36:22,ID
601,Bubaque,11.2833,-15.8333,79.72,79,93,13.69,overcast clouds,2022-05-15 15:31:42,GW
602,Inuvik,68.3499,-133.7218,29.16,93,100,6.91,light snow,2022-05-15 15:36:23,CA
603,Ha Giang,22.8333,104.9833,69.08,90,100,3.31,overcast clouds,2022-05-15 15:36:23,VN
604,Tres Arroyos,-38.3739,-60.2798,49.5,76,71,19.73,broken clouds,2022-05-15 15:36:24,AR
605,Olinda,-8.0089,-34.8553,85.73,70,75,8.05,broken clouds,2022-05-15 15:36:24,BR
606,Bobo Dioulasso,11.1771,-4.2979,100.85,30,20,3.44,few clouds,2022-05-15 15:36:25,BF
607,Posse,-14.0931,-46.3694,87.08,32,100,4.16,overcast clouds,2022-05-15 15:36:25,BR
608,Xuddur,4.1213,43.8894,81.86,50,91,10.74,overcast clouds,2022-05-15 15:36:26,SO
609,Sebinkarahisar,40.2883,38.4236,55.92,74,100,3.15,overcast clouds,2022-05-15 15:36:26,TR
610,Bangassou,4.7413,22.8184,82.22,64,54,2.51,broken clouds,2022-05-15 15:36:26,CF
611,Puerto Carreno,6.189,-67.4859,87.78,66,20,5.75,few clouds,2022-05-15 15:36:27,CO
612,Barranca,-10.75,-77.7667,66.74,70,70,6.69,broken clouds,2022-05-15 15:36:27,PE
613,Domoni,-12.2569,44.5319,79.18,78,22,10.13,few clouds,2022-05-15 15:36:28,KM
614,Mwinilunga,-11.7358,24.4293,64.74,55,4,4.05,clear sky,2022-05-15 15:36:29,ZM
615,Saint-Francois,46.4154,3.9054,74.64,57,75,6.91,broken clouds,2022-05-15 15:36:29,FR
616,Kifri,34.6959,44.9661,92.39,16,19,7.25,few clouds,2022-05-15 15:36:30,IQ
617,Brae,60.3964,-1.353,54.75,72,100,4.81,overcast clouds,2022-05-15 15:36:30,GB
618,Shenjiamen,29.9576,122.298,61.47,63,100,4.36,overcast clouds,2022-05-15 15:36:31,CN
619,Touros,-5.1989,-35.4608,85.68,65,100,12.19,overcast clouds,2022-05-15 15:36:31,BR
620,Luwuk,-0.9516,122.7875,79.59,90,89,0.63,overcast clouds,2022-05-15 15:36:32,ID
621,Thayetmyo,19.3167,95.1833,87.24,61,44,5.12,scattered clouds,2022-05-15 15:36:32,MM
622,Tiarei,-17.5333,-149.3333,75.22,72,26,13.29,light rain,2022-05-15 15:36:33,PF
623,Tommot,58.9564,126.2925,20.26,97,95,1.74,overcast clouds,2022-05-15 15:36:33,RU
624,Huainan,32.6264,116.9969,62.65,41,100,8.16,overcast clouds,2022-05-15 15:36:34,CN
625,Ginda,30.6945,78.4932,69.21,24,2,8.28,clear sky,2022-05-15 15:36:34,IN
626,Hambantota,6.1241,81.1185,75.54,100,40,2.3,scattered clouds,2022-05-15 15:32:22,LK
627,Astana,51.1801,71.446,67.95,42,40,8.95,scattered clouds,2022-05-15 15:36:35,KZ
628,Ossora,59.2353,163.0719,33.21,99,100,6.29,overcast clouds,2022-05-15 15:36:36,RU
629,Andros Town,24.7,-77.7667,82.36,65,2,6.06,clear sky,2022-05-15 15:36:36,BS
630,Santa Cruz De Tenerife,28.4682,-16.2546,76.6,58,0,5.99,clear sky,2022-05-15 15:32:19,ES
631,San Joaquin,37.9333,-121.3011,76.53,53,0,6.91,clear sky,2022-05-15 15:36:37,US
632,Kinsale,51.7075,-8.5306,60.17,77,75,18.41,broken clouds,2022-05-15 15:36:37,IE
633,Ratnapura,6.6828,80.3992,75.67,97,54,1.03,broken clouds,2022-05-15 15:36:38,LK
634,Dolakovo,43.235,44.5917,71.46,43,75,13.42,broken clouds,2022-05-15 15:36:38,RU
635,Karratha,-20.7377,116.8463,76.64,66,1,6.78,clear sky,2022-05-15 15:36:39,AU
636,Batemans Bay,-35.7167,150.1833,60.1,81,0,4.5,clear sky,2022-05-15 15:36:39,AU
637,Robertsport,6.7533,-11.3686,84.04,75,79,8.5,moderate rain,2022-05-15 15:36:40,LR
638,Havoysund,70.9963,24.6622,41.23,95,100,7.36,light rain,2022-05-15 15:36:40,NO
639,Harnosand,62.6323,17.9379,51.82,43,69,16.02,broken clouds,2022-05-15 15:36:41,SE
640,Palmer,42.1584,-72.3287,74.21,72,100,4.61,overcast clouds,2022-05-15 15:36:41,US
641,Vrbove,48.6197,17.7226,76.87,33,0,9.22,clear sky,2022-05-15 15:36:52,SK
642,Huilong,31.8111,121.655,64.92,60,100,6.91,overcast clouds,2022-05-15 15:32:16,CN
643,Panikian,7.0107,126.0242,80.31,85,98,3.33,overcast clouds,2022-05-15 15:36:52,PH
644,Iquitos,-3.7481,-73.2472,82.44,78,75,5.75,broken clouds,2022-05-15 15:36:53,PE
645,Am Timan,11.0297,20.2827,81.88,54,100,3.94,overcast clouds,2022-05-15 15:36:54,TD
646,Kotma,23.2,81.9667,91.69,15,12,5.17,few clouds,2022-05-15 15:36:54,IN
647,Veraval,20.9,70.3667,84.16,77,0,13.94,clear sky,2022-05-15 15:36:55,IN
648,Potomac,39.0182,-77.2086,78.39,80,100,0.0,overcast clouds,2022-05-15 15:36:55,US
649,Macau,22.2006,113.5461,71.33,94,75,13.8,broken clouds,2022-05-15 15:36:56,MO
650,Shellbrook,53.2168,-106.4011,45.63,60,4,11.27,clear sky,2022-05-15 15:36:56,CA
651,Forbes,-33.3833,148.0167,53.92,90,11,3.04,few clouds,2022-05-15 15:36:57,AU
652,Bowen,-20.0167,148.2333,71.98,84,48,4.12,scattered clouds,2022-05-15 15:37:01,AU
653,Winsum,53.33,6.5208,75.09,57,88,11.52,overcast clouds,2022-05-15 15:37:02,NL
654,Sassandra,4.95,-6.0833,84.06,72,84,7.65,broken clouds,2022-05-15 15:37:02,CI
655,Jos,9.9167,8.9,86.18,27,96,5.48,overcast clouds,2022-05-15 15:37:03,NG
656,Mananjary,-21.2167,48.3333,71.56,72,1,4.97,clear sky,2022-05-15 15:37:03,MG
657,Kota Bahru,6.1333,102.2386,80.55,88,40,3.44,thunderstorm with light rain,2022-05-15 15:37:04,MY
658,Gambela,8.25,34.5833,72.41,90,97,2.82,moderate rain,2022-05-15 15:37:04,ET
659,Nador,35.174,-2.9287,78.87,60,20,16.11,few clouds,2022-05-15 15:37:05,MA
660,Port Antonio,18.18,-76.4612,90.0,74,100,14.65,overcast clouds,2022-05-15 15:37:05,JM
661,Newport,51.5877,-2.9984,62.62,86,100,9.55,light rain,2022-05-15 15:33:04,GB
662,Smirnykh,49.75,142.8333,38.59,96,90,2.08,light rain,2022-05-15 15:37:06,RU
663,Ulefoss,59.2838,9.2646,67.64,30,38,5.32,scattered clouds,2022-05-15 15:37:06,NO
664,Urusha,54.05,122.9,31.95,63,17,4.45,few clouds,2022-05-15 15:37:07,RU
665,Ibirama,-27.0569,-49.5178,79.32,64,92,4.54,overcast clouds,2022-05-15 15:37:07,BR
666,Araouane,18.9048,-3.5265,103.24,5,6,11.3,clear sky,2022-05-15 15:37:08,ML
667,Ndele,8.4109,20.6473,84.27,54,94,3.24,overcast clouds,2022-05-15 15:37:08,CF
668,Sisimiut,66.9395,-53.6735,30.52,49,0,7.36,clear sky,2022-05-15 15:37:09,GL
669,Asyut,27.181,31.1837,89.78,13,92,18.48,overcast clouds,2022-05-15 15:37:10,EG
670,Lahij,13.1667,44.5833,87.22,28,1,5.3,clear sky,2022-05-15 15:37:10,YE
671,Faya,18.3851,42.4509,80.71,12,0,11.68,clear sky,2022-05-15 15:33:31,SA
672,San Policarpo,12.1791,125.5072,80.46,83,100,8.05,overcast clouds,2022-05-15 15:37:11,PH
673,Tapalpa,19.95,-103.7667,76.8,34,12,1.36,few clouds,2022-05-15 15:37:11,MX
674,Huron,41.1501,-82.5499,76.96,64,44,7.76,scattered clouds,2022-05-15 15:37:12,US
675,Victoria Point,-27.5833,153.3,72.45,98,4,1.99,clear sky,2022-05-15 15:37:12,AU
676,Bonavista,48.6499,-53.1147,34.86,79,92,15.21,overcast clouds,2022-05-15 15:37:13,CA
677,Kamenka,51.3223,42.7678,52.61,81,66,10.45,broken clouds,2022-05-15 15:37:13,RU
678,Samarai,-10.6167,150.6667,79.88,81,6,7.83,clear sky,2022-05-15 15:37:14,PG
679,Muzaffarabad,34.37,73.4711,77.9,35,38,8.16,scattered clouds,2022-05-15 15:37:14,PK
680,Ust-Koksa,50.2696,85.6108,54.45,80,100,4.54,light rain,2022-05-15 15:37:15,RU
681,Ambilobe,-13.2,49.05,73.27,78,2,1.16,clear sky,2022-05-15 15:37:15,MG
682,Morgan City,29.6994,-91.2068,82.99,64,42,5.39,scattered clouds,2022-05-15 15:37:16,US
683,Eydhafushi,5.1033,73.0708,83.71,76,100,19.33,overcast clouds,2022-05-15 15:37:17,MV
684,Sayan,-11.1361,-77.1933,76.69,45,51,7.76,broken clouds,2022-05-15 15:37:17,PE
685,Grand-Santi,4.25,-54.3833,86.45,68,99,4.16,overcast clouds,2022-05-15 15:37:18,GF
686,Halifax,44.6453,-63.5724,50.68,87,100,12.66,overcast clouds,2022-05-15 15:32:52,CA
687,Saint-Denis,48.9167,2.3333,86.23,33,0,14.97,clear sky,2022-05-15 15:37:22,FR
